kode,text
1116,Mengolah hasil panen kacang polong
1116,Menanam dan mengawasi kacang
1116,Panen kacang hijau untuk dijual
1116,Merawat dan panen kacang tanah
1116,Memetik kacang polong segar
1116,Penanaman aneka kacang dimulai
1116,Memanen kacang untuk keperluan
1116,Merawat dan menjual kacang.
1116,Penyiapan lahan kacang polong.
1116,Pemanenan kacang kapri segar.
1116,Pengangkutan hasil panen kacang.
1116,Pemasaran hasil kacang.
1116,Perawatan tanaman dengan intensif.
1116,Mengatur jadwal panen kacang.
1116,Penanaman dan panen kacang.
1116,Merawat kacang hingga panen.
1121,Menanam dan merawat padi hibrida Bernas Super
1121,Memanen gabah kering padi hibrida Sembada B3
1121,Menyemai bibit padi hibrida untuk SL 11 SHS
1121,Mengolah lahan untuk pertanian padi hibrida
1121,Memelihara tanaman padi hibrida Bernas Prima
1121,Memeriksa kualitas bibit padi hibrida
1121,Mengairi sawah padi hibrida
1121,Memupuk tanaman padi hibrida
1121,Mengendalikan hama padi hibrida
1121,Menyiapkan lahan untuk padi hibrida
1121,Menanam padi hibrida di sawah
1121,Memantau pertumbuhan padi hibrida
1121,Memanen padi hibrida dengan mesin
1121,Mengeringkan gabah padi hibrida
1121,Menjual gabah kering padi hibrida
1121,Menyewa alat pertanian padi hibrida
1121,Membuat bibit padi hibrida unggul
1121,Mencari bibit padi hibrida berkualitas
1121,Merawat bibit padi hibrida di persemaian
1121,Memastikan panen padi hibrida melimpah
1121,Menyediakan bibit padi hibrida Bernas
1121,Membudidayakan padi hibrida di lahan luas
1121,Mengelola kegiatan pertanian padi hibrida
1121,Mengontrol penyakit pada padi hibrida
1121,Memastikan padi hibrida tumbuh subur
1121,Memproses gabah kering padi hibrida
1121,Menganalisis hasil panen padi hibrida
1121,Menjual hasil panen padi hibrida
1121,Mencari informasi tentang padi hibrida
1121,Menggunakan pupuk untuk padi hibrida
1121,Menggunakan pestisida untuk padi hibrida
1121,Membeli bibit padi hibrida unggul
1121,Menanam padi hibrida secara organik
1121,Mempekerjakan petani padi hibrida
1121,Mengawasi pertumbuhan padi hibrida
1121,Menguji kualitas gabah padi hibrida
1121,Mengembangkan varietas padi hibrida baru
1121,Menerapkan teknik pertanian padi hibrida
1121,Mengatasi masalah hama padi hibrida
1121,Menyiapkan peralatan panen padi hibrida
1121,Membagi hasil panen padi hibrida
1121,Menjual bibit padi hibrida bersertifikat
1121,Melakukan penelitian padi hibrida
1121,Memelihara sawah padi hibrida
1121,Mencatat hasil panen padi hibrida
1121,Mengikuti pelatihan padi hibrida
1121,Berkebun padi hibrida secara profesional
1121,"Memanen padi hibrida, mengolah, jual"
1121,"Penanaman, perawatan, panen padi hibrida"
1122,Menanam padi varietas unggul non-hibrida
1122,Merawat tanaman padi inbrida di sawah
1122,Memanen gabah kering panen berkualitas
1122,Menyemai bibit padi unggulan untuk sawah
1122,Mengolah lahan sawah untuk padi inbrida
1122,Memelihara padi varietas lokal turun temurun
1122,Mengairi sawah tanaman padi inbrida
1122,Memberantas hama padi inbrida di sawah
1122,Memupuk tanaman padi inbrida rutin
1122,Mengawasi pertumbuhan padi inbrida di sawah
1122,Menjual gabah kering panen hasil panen
1122,Menyiapkan lahan untuk pembibitan padi
1122,Membuat benih padi inbrida unggul
1122,Menganalisis kualitas gabah hasil panen
1122,Mengeringkan gabah hasil panen padi
1122,Membersihkan gabah dari kotoran pasca panen
1122,Menyiapkan bibit padi varietas Ciherang
1122,Menanam padi varietas Inpari di sawah
1122,Memanen padi varietas Inpago di sawah
1122,Merawat padi varietas Memberamo di lahan
1122,Membudidayakan padi inbrida secara berkelanjutan
1122,Meningkatkan hasil panen padi inbrida
1122,Mengelola kegiatan pertanian padi inbrida
1122,Mengawasi hama penyakit padi
1122,Melakukan penyuluhan tentang padi inbrida
1122,Menerapkan teknik pertanian padi modern
1122,Memastikan kualitas benih padi unggul
1122,Menggunakan pupuk organik untuk padi
1122,Mengolah tanah sawah sebelum tanam padi
1122,Menjual hasil panen gabah ke pasar
1122,Membuka lahan baru untuk pertanian padi
1122,Menggunakan irigasi yang efisien untuk padi
1122,Bernegosiasi harga gabah dengan pedagang
1122,Mengangkut gabah hasil panen ke gudang
1122,Mengeringkan gabah dengan mesin pengering
1122,Menyimpan gabah kering panen dengan baik
1122,Merawat mesin dan alat pertanian padi
1122,Menanam padi dengan sistem tanam jajar
1122,Membuat laporan hasil panen padi
1122,Mencari bibit padi inbrida berkualitas
1122,Membentuk kelompok tani padi inbrida
1122,Belajar teknik budidaya padi terbaru
1122,Berdiskusi dengan petani padi lainnya
1122,Mengikuti pelatihan pertanian padi
1122,Menganalisis kondisi tanah untuk padi
1122,Mengendalikan gulma pada tanaman padi
1122,Menjaga kualitas air untuk sawah padi
1122,Berternak itik di sawah padi
1122,Menggunakan pupuk sesuai kebutuhan padi
1122,Mengukur kelembaban gabah hasil panen
1131,"Menanam sawi, merawat, dan memanen."
1131,Panen brokoli segar setiap hari.
1131,Merawat tanaman kembang kol di kebun.
1131,Membibit selada dan menjualnya.
1131,Menjual sayuran daun segar di pasar.
1131,Memanen bayam dan mengikatnya.
1131,Menyiram tanaman kangkung setiap pagi.
1131,Memupuk tanaman kubis di ladang.
1131,Mengelola lahan pertanian sayuran daun.
1131,Memanen daun bawang untuk dijual.
1131,Memanen asparagus dan menjualnya.
1131,Menanam dan memanen sayuran cesim.
1131,Merawat dan memelihara sayuran.
1131,Menjual berbagai jenis sayuran daun.
1131,Membibit dan menjual bibit sayuran.
1131,Petani sayuran daun profesional.
1131,Memanen sayuran untuk kebutuhan pasar.
1131,Merawat tanaman selada setiap hari.
1131,Menyiram dan memupuk sawi.
1131,Memanen dan mengemas brokoli.
1131,Menjual sayuran segar langsung dari kebun.
1131,Mengelola kebun sayuran daun.
1131,Memanen bayam segar setiap minggu.
1131,Menyemai bibit sayuran daun.
1131,Membudidayakan tanaman sayuran daun.
1131,Memanen kembang kol berkualitas tinggi.
1131,Perawatan tanaman sayuran daun.
1131,Memanen dan menjual kol.
1131,Memanen dan jual kangkung.
1131,Menguji kualitas sayuran daun.
1131,Memperbanyak bibit sayuran.
1131,Mempersiapkan lahan sayuran daun.
1131,Petani sayuran daun berpengalaman.
1131,Mengatur jadwal panen sayur.
1131,Mengontrol hama dan penyakit sayur.
1131,Menyediakan sayuran daun segar.
1131,Memanen seledri setiap hari.
1131,Mengumpulkan dan mengikat daun.
1131,Memilah dan mengemas sawi.
1131,Mensortir sayuran daun berkualitas.
1131,Memasarkan sayuran daun segar.
1131,Mengembangkan bibit sayuran.
1131,Memastikan kualitas sayuran.
1131,Memanen berbagai jenis sayuran.
1131,Membudidayakan sayuran secara organik.
1131,Menanam dan panen sayuran daun.
1131,Perawatan intensif sayuran daun.
1131,Memanen dan menjual sayuran.
1131,Perawatan lahan pertanian sayuran.
1132,Menanam dan merawat semangka di lahan
1132,Memanen buah melon berkualitas tinggi
1132,Mengelola kebun timun suri yang subur
1132,Menyemai bibit unggul buah-buahan
1132,Memberi pupuk tanaman buah setiap minggu
1132,Melakukan penyiraman tanaman buah rutin
1132,Mengendalikan hama pada tanaman buah
1132,Memetik buah belewah yang sudah matang
1132,Menjual hasil panen buah-buahan segar
1132,Membuat bibit melon berkualitas baik
1132,Memelihara tanaman timun suri dengan baik
1132,Merawat kebun buah secara intensif
1132,Mengontrol kualitas buah setelah panen
1132,Melakukan pengolahan lahan untuk kebun
1132,Memanen buah sesuai jadwal yang tepat
1132,Membudidayakan berbagai jenis buah-buahan
1132,Mengelola pembibitan tanaman buah
1132,Menjaga kesehatan tanaman hortikultura buah
1132,Memastikan kualitas bibit buah unggulan
1132,Melakukan pembersihan kebun buah
1132,Mengelola irigasi pada kebun buah
1132,Mempersiapkan lahan untuk penanaman buah
1132,Melakukan perawatan pasca panen buah
1132,Mengambil sampel buah untuk pengecekan
1132,Memantau pertumbuhan tanaman buah
1132,Melakukan penanaman bibit buah melon
1132,Menanggulangi penyakit pada tanaman
1132,Melakukan penyiangan gulma di kebun
1132,Mengatur jarak tanam buah yang benar
1132,Memastikan ketersediaan air untuk kebun
1132,Memanen semangka yang sudah siap
1132,Mengemas buah-buahan untuk dijual
1132,Membangun dan merawat kebun buah
1132,Membuat jadwal pemupukan tanaman
1132,Memilih bibit buah berkualitas
1132,Menghitung hasil panen buah
1132,Menyemprotkan pestisida pada tanaman
1132,Melakukan okulasi pada tanaman buah
1132,Menyiapkan lahan untuk pembibitan
1132,Mengelola pemasaran hasil panen buah
1132,Melakukan penelitian varietas buah
1132,Memantau cuaca untuk kebun buah
1132,Melakukan pemangkasan tanaman buah
1132,Mengumpulkan data hasil panen buah
1132,Merancang sistem irigasi kebun
1132,Melakukan penanganan pasca panen
1132,Menjaga kebersihan area kebun buah
1132,Mengolah limbah kebun buah
1132,Memperbaiki pagar kebun buah
1132,Mengawasi pekerja kebun buah
1133,Menanam dan merawat sayuran buah.
1133,Panen timun dan terung setiap hari.
1133,Mengelola kebun tomat yang subur.
1133,Menyemai bibit sayuran buah.
1133,Merawat tanaman labu sayur.
1133,Memanen belimbing sayur segar.
1133,Mengairi tanaman sayuran buah.
1133,Memberi pupuk pada tanaman terung.
1133,Menyiapkan lahan untuk menanam labu.
1133,Memastikan tanaman tomat tumbuh sehat.
1133,Memetik sayuran buah yang siap panen.
1133,Menjual hasil panen sayuran buah.
1133,Membuat bibit unggul sayuran buah.
1133,Merawat tanaman gambas/oyong.
1133,Memantau hama pada tanaman.
1133,Menyiram tanaman setiap pagi.
1133,Menggemburkan tanah di kebun.
1133,Memanen labu kuning yang matang.
1133,Mengolah hasil panen sayuran buah.
1133,Menanam benih timun.
1133,Merawat tanaman waluh/labu kuning.
1133,Memupuk tanaman belimbing sayur.
1133,Mengendalikan gulma di kebun.
1133,Memangkas tanaman tomat.
1133,Memanen terung berkualitas tinggi.
1133,Menyortir hasil panen.
1133,Menanam bibit terung.
1133,Merancang sistem penyiraman.
1133,Mengolah panen labu menjadi produk.
1133,Menjaga kualitas tanaman sayuran buah.
1133,Membuat bedengan untuk tanaman.
1133,Memastikan panen berjalan lancar.
1133,Menghitung hasil panen.
1133,Menanam bibit gambas/oyong.
1133,Merawat tanaman tomat muda.
1133,Memberi pestisida pada tanaman.
1133,Menjual bibit sayuran buah unggulan.
1133,Menyiram tanaman labu setiap hari.
1133,Memanen timun untuk dijual.
1133,Menanam labu sayur di ladang.
1133,Membuat kompos untuk tanaman.
1133,Menjaga kebersihan kebun.
1133,Menyiapkan lahan untuk pembibitan.
1133,Memetik labu kuning yang besar.
1133,Mengelola pemanenan terung.
1133,Menyiapkan bibit belimbing sayur.
1133,Merawat tanaman timun yang berbuah.
1133,Mengendalikan penyakit pada tanaman.
1133,Menjual tomat segar hasil panen.
1133,Memastikan pasca panen berjalan baik.
1134,Menanam kentang di ladang subur
1134,Merawat tanaman wortel setiap hari
1134,Memanen bawang putih yang sudah siap
1134,Mengairi kebun bawang bombay pagi ini
1134,Membudidayakan bibit kentang unggul
1134,Memupuk tanaman umbi-umbian hortikultura
1134,Membersihkan gulma di kebun wortel
1134,Menyemprot hama pada tanaman kentang
1134,Mengolah lahan untuk tanaman bawang
1134,Memilih benih bawang berkualitas tinggi
1134,Memanen lobak cina yang segar
1134,Menjual hasil panen umbi-umbian
1134,Mengepak kentang untuk pemasaran
1134,Memperbaiki sistem irigasi di kebun
1134,Mengendalikan penyakit pada tanaman wortel
1134,Menyimpan bawang putih di gudang
1134,Memantau pertumbuhan tanaman kentang
1134,Menyiapkan lahan untuk bibit bawang
1134,Menggali dan memanen ubi jalar
1134,Merawat tanaman rebung yang subur
1134,Melakukan pembibitan tanaman umbi
1134,Memastikan kualitas hasil panen bawang
1134,Mencatat hasil panen harian umbi
1134,Membersihkan lahan setelah panen kentang
1134,Menyiapkan pupuk organik untuk kebun
1134,Mengawasi pertumbuhan wortel setiap hari
1134,Mencabut gulma di antara tanaman bawang
1134,Mengelola kebun sayuran umbi-umbian
1134,Menanam bibit bawang perai yang baru
1134,Melakukan penyiraman tanaman umbi
1134,Memastikan kesuburan tanah kebun
1134,Mengamati perubahan cuaca kebun
1134,Melakukan panen bawang setiap minggu
1134,Memasarkan hasil umbi-umbian segar
1134,Mengendalikan hama dan penyakit tanaman
1134,Menyediakan bibit unggul kentang
1134,Membangun sistem pengairan kebun
1134,Memanen bawang merah berkualitas
1134,Melakukan penyulaman tanaman yang mati
1134,Menanam bibit wortel untuk panen
1134,Merawat tanaman alliceous lainnya
1134,Memproses umbi-umbian hasil panen
1134,Menyiapkan lahan pasca panen bawang
1134,Melakukan pembibitan dan pembenihan
1134,Mengatur jadwal pemupukan kebun
1134,Melakukan penjualan hasil panen
1134,Menanam bibit bawang putih hari ini
1134,Mengontrol kualitas hasil panen
1134,Menyiram tanaman dengan rutin
1134,Menyiapkan peralatan untuk panen
1135,Menanam dan merawat ubi kayu.
1135,Memanen ubi jalar di ladang.
1135,Menyiapkan lahan untuk talas.
1135,Membudidayakan ganyong dan irut.
1135,Mengelola kebun gembili.
1135,Membuat bibit ubi kayu unggul.
1135,Menjual hasil panen umbi palawija.
1135,Merawat tanaman porang di kebun.
1135,Mengolah lahan untuk iles-iles.
1135,Memanen umbi-umbian palawija lainnya.
1135,Melakukan pembibitan talas berkualitas.
1135,Menanam ubi jalar organik.
1135,Membersihkan gulma di kebun ganyong.
1135,Memberi pupuk pada tanaman porang.
1135,Menjual bibit umbi-umbian palawija.
1135,Mengairi kebun ubi kayu.
1135,Merawat tanaman iles-iles dewasa.
1135,Mengolah hasil panen ubi kayu.
1135,Melakukan panen talas di sawah.
1135,Menanam gembili di lahan perbukitan.
1135,Memanen porang di musim panen.
1135,Membuat bibit ganyong berkualitas.
1135,Menyiapkan lahan untuk ubi jalar.
1135,Merawat tanaman umbi-umbian lainnya.
1135,Menjual hasil panen talas segar.
1135,Memanen iles-iles siap jual.
1135,Menyiapkan lahan untuk porang.
1135,Mengelola kebun ubi jalar.
1135,Membuat pupuk organik untuk umbi.
1135,Menanam dan memelihara gembili.
1135,Melakukan pembibitan porang.
1135,Mengairi tanaman ubi jalar.
1135,Merawat tanaman ganyong yang subur.
1135,Menjual bibit iles-iles berkualitas.
1135,Mengelola lahan umbi-umbian.
1135,Memanen hasil kebun ubi kayu.
1135,Merawat tanaman porang.
1135,Menanam talas di lahan gambut.
1135,Membuat bibit gembili yang unggul.
1135,Menyiapkan benih ubi jalar.
1135,Memanen hasil panen ganyong.
1135,Memelihara kebun iles-iles.
1135,Mengairi tanaman gembili.
1135,Menjual hasil panen porang.
1135,Menyiapkan lahan iles-iles.
1135,Memanen ubi jalar di kebun.
1135,Membuat bibit talas dari tunas.
1135,Menyiapkan pupuk untuk ganyong.
1135,Merawat tanaman ubi kayu dengan baik.
1135,Menanam umbi-umbian palawija.
1136,Menanam dan merawat jamur tiram.
1136,Memanen jamur merang segar setiap hari.
1136,Menyediakan bibit jamur berkualitas tinggi.
1136,Mengelola kebun jamur shitake organik.
1136,Merawat dan memanen jamur kuping.
1136,Memproduksi dan menjual bibit jamur.
1136,Mengawasi pertumbuhan jamur setiap hari.
1136,Memanen truffle di kebun sendiri.
1136,Merawat dan panen jamur untuk dijual.
1136,Membangun dan mengelola kebun jamur.
1136,Menyirami jamur dan memberikan nutrisi.
1136,Memeriksa kualitas jamur setiap pagi.
1136,Menjual jamur segar ke pasar lokal.
1136,Memproses jamur pasca panen.
1136,Menanam dan menjual berbagai jenis jamur.
1136,Mengembangkan bibit jamur berkualitas.
1136,Memelihara lingkungan tumbuh jamur.
1136,Memanen dan mengemas jamur hasil budidaya.
1136,Mengelola kebun jamur dengan baik.
1136,Menanam jamur shitake dan memasarkan.
1136,Membangun tempat budidaya jamur.
1136,Memanen jamur tiram setiap minggu.
1136,Membuat media tanam jamur berkualitas.
1136,Mencari bibit jamur unggul.
1136,Mengontrol hama dan penyakit jamur.
1136,Mengolah jamur pasca panen.
1136,Menanam berbagai jenis jamur.
1136,Merawat dan panen jamur setiap hari.
1136,Membuat pupuk untuk tanaman jamur.
1136,Menjual jamur segar ke pelanggan.
1136,Mendistribusikan jamur ke pasar.
1136,Melakukan pembibitan jamur.
1136,Menyiapkan media tanam jamur.
1136,Memastikan kualitas jamur yang baik.
1136,Mengelola kegiatan pertanian jamur.
1136,Menanam jamur dan melakukan panen.
1136,Memproses dan mengemas jamur.
1136,Melakukan sortir kualitas jamur.
1136,Menjual bibit jamur berkualitas.
1136,Memantau pertumbuhan jamur setiap hari.
1136,Memetik dan mengemas jamur segar.
1136,Merawat dan memanen jamur berkualitas.
1136,Mengontrol suhu dan kelembaban jamur.
1136,Menanam dan memelihara jamur tiram putih.
1136,Menyediakan berbagai jenis jamur.
1136,Melakukan budidaya jamur organik.
1136,Memanen jamur kuping untuk dijual.
1136,Memastikan pasokan jamur terus ada.
1136,Mengembangkan bisnis budidaya jamur.
1139,Menanam dan merawat sayuran kebun.
1139,Memanen sayuran dan buah berkala.
1139,Menyemai bibit sayuran di bedengan.
1139,Mengairi tanaman sayur setiap hari.
1139,Memupuk tanaman sayuran secara rutin.
1139,Memantau hama dan penyakit tanaman.
1139,Memanen sayuran dan menjualnya.
1139,Merawat kebun sayur-sayuran harian.
1139,Membudidayakan aneka umbi-umbian.
1139,Menyiram tanaman dengan rutin.
1139,Membuat bibit sayuran berkualitas.
1139,Mengolah tanah untuk perkebunan.
1139,Menyiangi gulma di kebun sayur.
1139,Memanen sayuran untuk dijual.
1139,Merawat tanaman pasca panen.
1139,Mengelola kebun sayuran berkelanjutan.
1139,Menanam berbagai jenis sayuran.
1139,Membuat bibit sayuran berkualitas.
1139,Mengawasi pertumbuhan sayuran setiap hari.
1139,Memanen hasil kebun untuk dijual.
1139,Menyiapkan lahan untuk penanaman sayur.
1139,Merawat tanaman sayur organik.
1139,Membuat bibit unggul sayuran.
1139,Memantau pertumbuhan dan perkembangan.
1139,Memasarkan hasil panen sayuran.
1139,Menanam sayuran dan umbi-umbian.
1139,Merawat lahan pertanian sayur.
1139,Memelihara tanaman sayuran harian.
1139,Memanen hasil sayuran berkualitas.
1139,Mengolah hasil panen sayuran.
1139,Membuat bedengan untuk bibit.
1139,Merawat kebun sayur-sayuran.
1139,Menanam dan menjual sayuran.
1139,Memanen hasil kebun setiap hari.
1139,Menyiapkan bibit sayuran berkualitas.
